"﻿""Key""","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"5XMVGMI2","conferencePaper","2022","Liu, J.; Zhang, Y.; Meng, K.; Xu, Y.; Dong, Z.Y.","Risk-Averse Graph Learning for Real-time Power System Emergency Load Shedding","Proc. Int. Conf. Innov. Smart Grid Technol. - Asia, ISGT-Asia","9798350399660 (ISBN)","","10.1109/ISGTAsia54193.2022.10003523","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146833205&doi=10.1109%2fISGTAsia54193.2022.10003523&partnerID=40&md5=f1cd2ceb1221fac9b93113602811e23f","2022","2026-03-20 01:23:41","2026-03-20 01:23:41","2022-11-01","520-524","","","","","","","","","","","Institute of Electrical and Electronics Engineers Inc.","","English","","","Scopus","","","","","#done; #faults-reliability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11th International Conference on Innovative Smart Grid Technologies - Asia, ISGT-Asia 2022","","","","","","","","","","","","","","",""
"ZKQ2NKPT","conferencePaper","2025","Liu, L.; Chen, Z.; Wu, C.; Shi, Y.; Pi, Y.; Wang, S.","Multi-Scale Spatio-Temporal Graph Attention Network for Short-Term Power Load Forecasting","Int. Conf. Smart Grid Smart Cities, ICSGSC","979-833156846-7 (ISBN)","2768-0088","10.1109/ICSGSC68313.2025.11288299","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105031776618&doi=10.1109%2FICSGSC68313.2025.11288299&partnerID=40&md5=a9cd9e88f8b876ce256755f398a891c1","2025","2026-03-20 01:23:41","2026-03-20 01:23:41","2026-03-20 00:44:51","433-438","","","","","","","","","","","Institute of Electrical and Electronics Engineers Inc.","","English","","","Scopus","","IEEE Xplore","","","#done; #forecasting","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2025 9th International Conference on Smart Grid and Smart Cities, ICSGSC 2025","","","","","","","","","","","","","","",""
"EAYVXRW3","journalArticle","2022","Liu, L.; Wang, B.; Ma, F.; Zheng, Q.; Yao, L.; Zhang, C.; Mohamed, M.A.","A Concurrent Fault Diagnosis Method of Transformer Based on Graph Convolutional Network and Knowledge Graph","Frontiers in Energy Research","","2296598X (ISSN)","10.3389/fenrg.2022.837553","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125965304&doi=10.3389%2Ffenrg.2022.837553&partnerID=40&md5=84d24e7a2763d432f4a315ec33e1fe5a","2022","2026-03-20 01:23:41","2026-03-20 01:23:41","","","","","10","","Front. Energy Res.","","","","","","Frontiers Media S.A.","","English","","","Scopus","","","","","#done; #faults-reliability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XKKDTKXT","conferencePaper","2025","Liu, M.; Wang, J.; Ye, M.; Wan, D.","Physics-Guided Graph Neural Networks for Floating Offshore Wind Turbine Wake Prediction","Proc Int Offshore Polar Eng Conf","10986189 (ISSN); 978-188065374-6 (ISBN)","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105026272799&partnerID=40&md5=e088b6dcb4ce78f331b6c8309ed0f4a2","2025","2026-03-20 01:23:41","2026-03-20 01:23:41","","164-171","","","","","","","","","","","International Society of Offshore and Polar Engineers","","English","","","Scopus","","","","","#done; #forecasting","","Chung J.S.; Yan S.; Buzin I.; Kubat I.; Lim F.K.; Peng B.-F.; Reza A.; Van S.H.; Wan D.; Yamaguchi S.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Proceedings of the International Offshore and Polar Engineering Conference","","","","","","","","","","","","","","",""
"XRPIPRWP","conferencePaper","2025","Liu, R.; Hu, P.; Zhao, S.; Ma, S.; Lin, D.; Zhang, W.","Causal Regularization Graph Attention Network for Stable Variables Decoupling and Fault Diagnosis of Complex Industrial Processes","IEEE Int. Conf. Ind. Informatics (INDIN)","19354576 (ISSN); 979-833151121-0 (ISBN)","","10.1109/INDIN64977.2025.11279549","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105032663157&doi=10.1109%2FINDIN64977.2025.11279549&partnerID=40&md5=ead409d7a147476bdd23a704676d067f","2025","2026-03-20 01:23:41","2026-03-20 01:23:41","","","","","","","","","","","","","Institute of Electrical and Electronics Engineers Inc.","","English","","","Scopus","","","","","#done; #faults-reliability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IEEE International Conference on Industrial Informatics (INDIN)","","","","","","","","","","","","","","",""
"RHVMV8MB","conferencePaper","2024","Liu, S.; Shi, D.; Tang, Z.","Enhancing Data Consistency in Distribution Networks Leveraging Graph Contrastive Representation Learning","Int. Conf. Power Energy Technol., ICPET","9798350375855 (ISBN)","","10.1109/ICPET62369.2024.10940273","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105002867501&doi=10.1109%2FICPET62369.2024.10940273&partnerID=40&md5=adafdd6938076dd19ff7693fdfd147d0","2024","2026-03-20 01:23:41","2026-03-20 01:23:41","","697-701","","","","","","","","","","","Institute of Electrical and Electronics Engineers Inc.","","English","","","Scopus","","","","","#done; #data-management","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5LUIKVZQ","conferencePaper","2025","Liu, S.; Shi, D.; Wang, Y.; Chai, B.; Ma, W.","A Topology-Aware Power Grid State Estimation Approach via Graph Attention Networks-Based Representation Learning","Int. Conf. Cloud Comput. Big Data Anal., ICCCBDA","9798331530808 (ISBN)","","10.1109/ICCCBDA64898.2025.11030462","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105009409823&doi=10.1109%2FICCCBDA64898.2025.11030462&partnerID=40&md5=c9ec41f46cf6202be3af291023617a94","2025","2026-03-20 01:23:41","2026-03-20 01:23:41","","760-765","","","","","","","","","","","Institute of Electrical and Electronics Engineers Inc.","","English","","","Scopus","","","","","#done; #grid-analysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7BH9WW35","journalArticle","2025","Liu, S.; Tang, Z.; Chai, B.; Zeng, Z.","Robust Distribution System State Estimation with Physics-Constrained Heterogeneous Graph Embedding and Cross-Modal Attention","Processes","","22279717 (ISSN)","10.3390/pr13103073","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105020158842&doi=10.3390%2Fpr13103073&partnerID=40&md5=bbc3b53c2c1b3a7e35e258da2afa5eda","2025","2026-03-20 01:23:41","2026-03-20 01:23:41","","","","10","13","","Process.","","","","","","Multidisciplinary Digital Publishing Institute (MDPI)","","English","","","Scopus","","","","","#done; #grid-analysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QN43SH2C","journalArticle","2025","Liu, S.; Xu, D.; Shen, C.; Ye, Y.; Jiang, B.","Intelligent Fault Diagnosis for Battery Packs Using FCE-GCN: Addressing the Challenges of Class Imbalance and Feature Similarity","IEEE Transactions on Instrumentation and Measurement","","00189456 (ISSN); 15579662 (ISSN)","10.1109/TIM.2025.3580790","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105008660397&doi=10.1109%2FTIM.2025.3580790&partnerID=40&md5=e1cb0141e771ae6cb4d60305e5ce6fea","2025","2026-03-20 01:23:41","2026-03-20 01:23:41","","","","","74","","IEEE Trans. Instrum. Meas.","","","","","","Institute of Electrical and Electronics Engineers Inc.","","English","","","Scopus","","","","","#done; #faults-reliability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZKUTD4G5","journalArticle","2025","Liu, S.; Ye, G.; Zhao, X.","Edge Temporal Digital Twin Network for Sensor-Driven Fault Detection in Nuclear Power Systems","Sensors","","14248220 (ISSN)","10.3390/s25247510","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105025901185&doi=10.3390%2Fs25247510&partnerID=40&md5=000cb2eef941c902b8371d50f1c8993d","2025","2026-03-20 01:23:41","2026-03-20 01:23:41","","","","24","25","","Sensors","","","","","","Multidisciplinary Digital Publishing Institute (MDPI)","","English","","","Scopus","","","","","#done; #faults-reliability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IS94SVIV","journalArticle","2024","Liu, S.; Zhou, Y.; Song, M.; Bu, G.; Guo, J.; Chen, C.","Progressive decision-making framework for power system topology control","Expert Systems with Applications","","09574174 (ISSN)","10.1016/j.eswa.2023.121070","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168560245&doi=10.1016%2fj.eswa.2023.121070&partnerID=40&md5=1722d038866674bcac3e82f9cdb5d9bc","2024","2026-03-20 01:23:41","2026-03-20 01:23:41","","","","","235","","Expert Sys Appl","","","","","","Elsevier Ltd","","English","","","Scopus","","","","","#done; #optimization-control","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9WQCTBZT","preprint","2021","Liu, Shaohui; Wu, Chengyang; Zhu, Hao","Graph Neural Networks for Learning Real-Time Prices in Electricity Market","","","","10.48550/arXiv.2106.10529","http://arxiv.org/abs/2106.10529","2021-06-19","2026-03-20 01:23:41","2026-03-20 01:23:41","2024-04-18 13:34:18","","","","","","","","","","","","arXiv","","","","","","","arXiv.org","","","#done; #forecasting","","","","","","","","","","","","","","","","","","","","arXiv:2106.10529","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ARG9ZPNU","journalArticle","2023","Liu, Shaohui; Wu, Chengyang; Zhu, Hao","Topology-Aware Graph Neural Networks for Learning Feasible and Adaptive AC-OPF Solutions","IEEE Transactions on Power Systems","","0885-8950, 1558-0679","10.1109/TPWRS.2022.3230555","https://ieeexplore.ieee.org/document/9992121/","2023-11","2026-03-20 01:23:41","2026-03-20 01:23:41","2024-04-18 13:50:57","5660-5670","","6","38","","IEEE Trans. Power Syst.","","","","","","","","en","https://ieeexplore.ieee.org/Xplorehelp/downloads/license-information/IEEE.html","","","","DOI.org (Crossref)","","","#done; #optimization-control","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HHCX6SXU","conferencePaper","2025","Liu, W.; Dong, W.; Xu, H.; Bai, Y.","Construction of Knowledge Map Based on Large Model and Decision Support of Power System Planning","Proc. - Int. Conf. Electr. Drives, Power Electron. Eng., EDPEE","9798331511319 (ISBN)","","10.1109/EDPEE65754.2025.00133","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105011355359&doi=10.1109%2FEDPEE65754.2025.00133&partnerID=40&md5=4990c3985d6bf62509630a2a20845244","2025","2026-03-20 01:23:41","2026-03-20 01:23:41","","735-741","","","","","","","","","","","Institute of Electrical and Electronics Engineers Inc.","","English","","","Scopus","","","","","#done; #emerging-apps","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KRAGQVNJ","conferencePaper","2023","Liu, X.; Song, X.; Yu, Y.; Zhang, F.; Fan, S.; Chengdu Global Union Institute of Science and Technology; Chongqing Geeks Education Technology Co., Ltd; Chongqing Global Union Academy of Science and Technology; Chongqing University of Technology; Global Union Academy of Science and Technology; IEEE Beijing Section","Power Grid Fault Localtion Method Based on Graph Neural Network","Proc. IEEE Int. Conf. Inf. Technol., Big Data Artif. Intell., ICIBA","9781665490788 (ISBN)","","10.1109/ICIBA56860.2023.10165067","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85165996953&doi=10.1109%2fICIBA56860.2023.10165067&partnerID=40&md5=f4b2fc9249e1a1ade0e7476becf6e573","2023","2026-03-20 01:23:41","2026-03-20 01:23:41","2023-05-26","1308-1313","","","","","","","","","","","Institute of Electrical and Electronics Engineers Inc.","","English","","","Scopus","","","","","#done; #faults-reliability","","Xu B.; Mou K.","","","Chengdu Global Union Institute of Science and Technology; Chongqing Geeks Education Technology Co., Ltd; Chongqing Global Union Academy of Science and Technology; Chongqing University of Technology; Global Union Academy of Science and Technology; IEEE Beijing Section","","","","","","","","","","","","","","","","","","","","","","","","","","","3rd IEEE International Conference on Information Technology, Big Data and Artificial Intelligence, ICIBA 2023","","","","","","","","","","","","","","",""
"462WUK7R","journalArticle","2024","Liu, X.; Zhang, Y.; Zhen, Z.; Xu, F.; Wang, F.; Mi, Z.","Spatio-Temporal Graph Neural Network and Pattern Prediction Based Ultra-Short-Term Power Forecasting of Wind Farm Cluster","IEEE Transactions on Industry Applications","","00939994 (ISSN)","10.1109/TIA.2023.3321267","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174824681&doi=10.1109%2fTIA.2023.3321267&partnerID=40&md5=3a7951ced27dcb2552914631a05cc543","2024","2026-03-20 01:23:41","2026-03-20 01:23:41","","1794-1803","","1","60","","IEEE Trans Ind Appl","","","","","","Institute of Electrical and Electronics Engineers Inc.","","English","","","Scopus","","","","","#done; #forecasting","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XXLUYLEV","conferencePaper","2025","Liu, Y.","Research on Intelligent Fault Identification and Data Analysis in Distribution Network Systems","Int. Conf. Intell. Control Electr. Eng., IC-ICEE","979-833157688-2 (ISBN)","","10.1109/IC-ICEE66522.2025.11200274","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105022204333&doi=10.1109%2FIC-ICEE66522.2025.11200274&partnerID=40&md5=6a598ee9662ceb00744ebee196956052","2025","2026-03-20 01:23:41","2026-03-20 01:23:41","","60-67","","","","","","","","","","","Institute of Electrical and Electronics Engineers Inc.","","English","","","Scopus","","","","","#done; #faults-reliability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2025 International Conference on Intelligent Control and Electrical Engineering, IC-ICEE 2025","","","","","","","","","","","","","","",""
"7ZXTPAET","conferencePaper","2024","Liu, Y.; Wang, X.; Guo, Y.; Wang, R.","Research on the Application of Graph Neural Network in Topology Optimization of Distribution Network","","","","10.1109/ICEEPS62542.2024.10693044","","2024","2026-03-20 01:23:41","2026-03-20 01:23:41","","832-837","","","","","","","","","","","","","","","","Scopus","","Scopus","","","#done; #optimization-control","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2024 3rd International Conference on Energy and Electrical Power Systems, ICEEPS 2024","","","","","","","","","","","","","","",""
"FJTFZK47","preprint","2020","Liu, Yuxiao; Zhang, Ning; Wu, Dan; Botterud, Audun; Yao, Rui; Kang, Chongqing","Guiding Cascading Failure Search with Interpretable Graph Convolutional Network","","","","","http://arxiv.org/abs/2001.11553","2020-01-30","2026-03-20 01:23:41","2026-03-20 01:23:41","2024-05-16 08:18:20","","","","","","","","","","","","arXiv","","en","","","","","arXiv.org","","","#done; #faults-reliability","","","","","","","","","","","","","","","","","","","","arXiv:2001.11553","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MRE3LCUK","conferencePaper","2025","Liu, Z.; Deng, Y.; Bao, Y.; Chen, G.; Liu, T.; Wang, H.","Carbon Emission Prediction for Power Systems Based on Multimodal Big Data Fusion","Int. Conf. Power Syst. Energy Technol., ICPSET","9798331501587 (ISBN)","","10.1109/ICPSET66018.2025.11159715","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105018797979&doi=10.1109%2FICPSET66018.2025.11159715&partnerID=40&md5=7bd5794a1f0eca3efecfa1af56df6ce6","2025","2026-03-20 01:23:41","2026-03-20 01:23:41","","484-488","","","","","","","","","","","Institute of Electrical and Electronics Engineers Inc.","","English","","","Scopus","","","","","#done; #data-management","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9J7FUZSB","conferencePaper","2025","Liu, Z.; Li, Y.; Tian, Q.; Zhang, Y.; Fan, W.","Charging Load Forecasting of Electric Vehicle Based on Graph Neural Network","Int. Conf. Appl. Electr. Eng. Technol., AEET","979-833159834-1 (ISBN)","","10.1109/AEET66561.2025.11306935","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105032140964&doi=10.1109%2FAEET66561.2025.11306935&partnerID=40&md5=6ce6afae88b59fba06b5b565910688e2","2025","2026-03-20 01:23:41","2026-03-20 01:23:41","","276-281","","","","","","","","","","","Institute of Electrical and Electronics Engineers Inc.","","English","","","Scopus","","","","","#done; #forecasting","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2025 International Conference on Applied Electrical Engineering and Technology, AEET 2025","","","","","","","","","","","","","","",""
